invoice_id,account_id,subscription_id,invoice_date,total,total_nzd,currency,status
inv_438a6d2baa147c23,sub_76639f0f138b190a,subsc_dc85d74665b280aa,2024-02-05,2462.85,5048.84,GBP,PAID
inv_064a217432f48068,sub_76639f0f138b190a,subsc_dc85d74665b280aa,2024-03-05,2473.53,5070.74,GBP,PAID
inv_a5e6817e312d87fa,sub_76639f0f138b190a,subsc_dc85d74665b280aa,2024-04-06,2484.29,5092.79,GBP,PAID
inv_11d4d3f23d5438f8,sub_76639f0f138b190a,subsc_dc85d74665b280aa,2024-05-05,2460.92,5044.89,GBP,PAID
inv_54339aa282847902,sub_76639f0f138b190a,subsc_dc85d74665b280aa,2024-06-06,2467.93,5059.26,GBP,PAID
inv_b6590a2035ee0634,sub_76639f0f138b190a,subsc_e257120f297c6794,2024-06-03,3080.31,6314.64,GBP,PAID
inv_cd11c8edc5eac0e3,sub_76639f0f138b190a,subsc_e257120f297c6794,2024-07-05,3086.45,6327.22,GBP,PAID
inv_e049828d9583a9e1,sub_76639f0f138b190a,subsc_e257120f297c6794,2024-08-03,3083.99,6322.18,GBP,POSTED
inv_c955d5b063df9bbb,sub_76639f0f138b190a,subsc_e257120f297c6794,2024-09-01,3102.62,6360.37,GBP,PAID
inv_12b16ccadbb43121,sub_76639f0f138b190a,subsc_e257120f297c6794,2024-10-02,3104.64,6364.51,GBP,PAID
inv_69af0151e6f256f5,sub_76639f0f138b190a,subsc_e257120f297c6794,2024-11-06,3080.15,6314.31,GBP,PAID
inv_f4c25f0ab6ce5c73,sub_76639f0f138b190a,subsc_e257120f297c6794,2024-12-05,3079.7,6313.38,GBP,PAID
inv_e224cd61a3d42e18,sub_76639f0f138b190a,subsc_e257120f297c6794,2025-01-06,3105.15,6365.56,GBP,PAID
inv_8f0974d2fddb69ab,sub_76639f0f138b190a,subsc_e257120f297c6794,2025-02-05,3096.68,6348.19,GBP,PAID
inv_ee2c50c9ba4fa550,sub_76639f0f138b190a,subsc_e257120f297c6794,2025-03-05,3080.18,6314.37,GBP,PAID
inv_b5e47124da011c51,sub_76639f0f138b190a,subsc_e257120f297c6794,2025-04-02,3085.64,6325.56,GBP,PAID
inv_544b67911adc61b1,sub_76639f0f138b190a,subsc_e257120f297c6794,2025-05-06,3095.63,6346.04,GBP,PAID
inv_b39a92c86ad79118,sub_76639f0f138b190a,subsc_e257120f297c6794,2025-06-03,3100.19,6355.39,GBP,PAID
inv_64c964cb68a7a12a,sub_76639f0f138b190a,subsc_9a18cbd53c1cb52f,2025-06-02,2786.99,5713.33,GBP,PAID
inv_6861a10b6128237c,sub_76639f0f138b190a,subsc_9a18cbd53c1cb52f,2025-07-02,2779.8,5698.59,GBP,PAID
inv_4ff83f46c6dc9ab1,sub_76639f0f138b190a,subsc_9a18cbd53c1cb52f,2025-08-02,2786.1,5711.5,GBP,PAID
inv_b2cfbb06d3496408,sub_76639f0f138b190a,subsc_9a18cbd53c1cb52f,2025-09-06,2776.67,5692.17,GBP,PAID
inv_d8f396aee907bd3f,sub_76639f0f138b190a,subsc_9a18cbd53c1cb52f,2025-10-02,2771.13,5680.82,GBP,PAID
inv_4b0cbc4d74da575a,sub_76639f0f138b190a,subsc_9a18cbd53c1cb52f,2025-11-04,2788.07,5715.54,GBP,PAID
inv_404fcc0d8fe0a6fe,sub_76639f0f138b190a,subsc_9a18cbd53c1cb52f,2025-12-06,2794.58,5728.89,GBP,PAID
inv_3724601e5259d148,sub_76639f0f138b190a,subsc_9a18cbd53c1cb52f,2026-01-06,2793.82,5727.33,GBP,PAID
inv_4e9a208c48fed64f,sub_76639f0f138b190a,subsc_9a18cbd53c1cb52f,2026-02-01,2775.46,5689.69,GBP,PAID
inv_811fdecbdb8bfb59,sub_76639f0f138b190a,subsc_9a18cbd53c1cb52f,2026-03-05,2771.5,5681.57,GBP,VOIDED
inv_892875e2d568ac32,sub_76639f0f138b190a,subsc_9a18cbd53c1cb52f,2026-04-05,2785.0,5709.25,GBP,PAID
inv_a853b2081e5df90a,sub_76639f0f138b190a,subsc_9a18cbd53c1cb52f,2026-05-06,2774.26,5687.23,GBP,PAID
inv_124ba88d90363e71,sub_2c3865079063f359,subsc_854feadc2c69d233,2023-10-04,757.06,757.06,NZD,POSTED
inv_6c8843404d90d4a9,sub_2c3865079063f359,subsc_854feadc2c69d233,2023-11-04,757.88,757.88,NZD,PAID
inv_20533e54435b2f78,sub_2c3865079063f359,subsc_854feadc2c69d233,2023-12-04,762.28,762.28,NZD,PAID
inv_9f6b2882be9bb04f,sub_2c3865079063f359,subsc_854feadc2c69d233,2024-01-02,760.6,760.6,NZD,PAID
inv_6dec0f42dbb1e286,sub_2c3865079063f359,subsc_854feadc2c69d233,2024-02-01,758.58,758.58,NZD,PAID
inv_7bff6c3acb0e9502,sub_2c3865079063f359,subsc_854feadc2c69d233,2024-03-02,763.9,763.9,NZD,PAID
inv_b3a7a061beef45f3,sub_2c3865079063f359,subsc_854feadc2c69d233,2024-04-02,762.51,762.51,NZD,PAID
inv_72b6ff2c5c94ef39,sub_2c3865079063f359,subsc_854feadc2c69d233,2024-05-04,757.37,757.37,NZD,PAID
inv_08321e15773a0f85,sub_2c3865079063f359,subsc_854feadc2c69d233,2024-06-03,763.46,763.46,NZD,PAID
inv_599c7b949d3e4682,sub_2c3865079063f359,subsc_854feadc2c69d233,2024-07-04,763.46,763.46,NZD,PAID
inv_cdebb8f060e2fdd3,sub_2c3865079063f359,subsc_854feadc2c69d233,2024-08-06,759.94,759.94,NZD,POSTED
inv_307de457e22a1b21,sub_2c3865079063f359,subsc_854feadc2c69d233,2024-09-04,763.13,763.13,NZD,PAID
inv_226bb12118ded24c,sub_2c3865079063f359,subsc_854feadc2c69d233,2024-10-05,761.51,761.51,NZD,PAID
inv_6a48b454c7ded4b6,sub_2c3865079063f359,subsc_6d7a72adb488f878,2024-10-06,684.83,684.83,NZD,PAID
inv_be49f0fa2323aef1,sub_2c3865079063f359,subsc_6d7a72adb488f878,2024-11-04,686.55,686.55,NZD,PAID
inv_a8242c324271564e,sub_2c3865079063f359,subsc_6d7a72adb488f878,2024-12-02,684.29,684.29,NZD,PAID
inv_07dbb79c33bf2d12,sub_2c3865079063f359,subsc_6d7a72adb488f878,2025-01-06,684.71,684.71,NZD,PAID
inv_97bc17b1769c5e60,sub_2c3865079063f359,subsc_6d7a72adb488f878,2025-02-06,681.43,681.43,NZD,PAID
inv_4dc3b3b0bf2e07a6,sub_2c3865079063f359,subsc_6d7a72adb488f878,2025-03-04,687.75,687.75,NZD,PAID
inv_d6d6572a36c2573a,sub_2c3865079063f359,subsc_6d7a72adb488f878,2025-04-03,683.89,683.89,NZD,PAID
inv_888f12fd95ca25ab,sub_2c3865079063f359,subsc_6d7a72adb488f878,2025-05-05,684.32,684.32,NZD,PAID
inv_1a5c45cdfede81b3,sub_2c3865079063f359,subsc_6d7a72adb488f878,2025-06-02,687.45,687.45,NZD,PAID
inv_1488c9d76428da55,sub_2c3865079063f359,subsc_6d7a72adb488f878,2025-07-01,684.33,684.33,NZD,PAID
inv_0f7356bc3ca91347,sub_2c3865079063f359,subsc_6d7a72adb488f878,2025-08-05,686.11,686.11,NZD,PAID
inv_58c76bff7ca0e626,sub_2c3865079063f359,subsc_6d7a72adb488f878,2025-09-02,687.58,687.58,NZD,PAID
inv_7ef4d2e0c3e4a062,sub_2c3865079063f359,subsc_6d7a72adb488f878,2025-10-01,683.85,683.85,NZD,PAID
inv_a3902adff63d70b0,sub_2c3865079063f359,subsc_241ded19b5c3adb1,2025-10-06,852.92,852.92,NZD,PAID
inv_aaad1246a6494fee,sub_2c3865079063f359,subsc_241ded19b5c3adb1,2025-11-01,859.05,859.05,NZD,PAID
inv_bd09aa964adaa332,sub_2c3865079063f359,subsc_241ded19b5c3adb1,2025-12-06,853.53,853.53,NZD,PAID
inv_899390f9115e7317,sub_2c3865079063f359,subsc_241ded19b5c3adb1,2026-01-01,858.2,858.2,NZD,PAID
inv_4d572d8c6e46f980,sub_2c3865079063f359,subsc_241ded19b5c3adb1,2026-02-06,852.17,852.17,NZD,PAID
inv_442373b78979003e,sub_2c3865079063f359,subsc_241ded19b5c3adb1,2026-03-04,854.49,854.49,NZD,PAID
inv_f02f71ade4ec2f6c,sub_2c3865079063f359,subsc_241ded19b5c3adb1,2026-04-05,857.61,857.61,NZD,PAID
inv_4886e2e51f70a94c,sub_2c3865079063f359,subsc_241ded19b5c3adb1,2026-05-04,859.52,859.52,NZD,PAID
inv_26f7d3cf73c66204,sub_c8815a926a546f1b,subsc_38e45770ef253c66,2023-09-03,372.71,372.71,NZD,PAID
inv_f45a0196db844f91,sub_c8815a926a546f1b,subsc_38e45770ef253c66,2023-10-02,374.66,374.66,NZD,PAID
inv_2e467c15d4ae7534,sub_c8815a926a546f1b,subsc_38e45770ef253c66,2023-11-06,373.15,373.15,NZD,PAID
inv_5aae15f6b33db837,sub_c8815a926a546f1b,subsc_38e45770ef253c66,2023-12-06,372.74,372.74,NZD,PAID
inv_dfa93605cba1d627,sub_c8815a926a546f1b,subsc_38e45770ef253c66,2024-01-06,375.42,375.42,NZD,PAID
inv_a6b553a72b1722f0,sub_c8815a926a546f1b,subsc_38e45770ef253c66,2024-02-02,373.22,373.22,NZD,PAID
inv_1f6d28d73b5070ab,sub_c8815a926a546f1b,subsc_38e45770ef253c66,2024-03-01,372.56,372.56,NZD,PAID
inv_e0b387e5c8885518,sub_c8815a926a546f1b,subsc_38e45770ef253c66,2024-04-05,374.26,374.26,NZD,PAID
inv_12d77b77d9402db7,sub_c8815a926a546f1b,subsc_38e45770ef253c66,2024-05-04,375.57,375.57,NZD,PAID
inv_86ea6881b3e68f2f,sub_c8815a926a546f1b,subsc_38e45770ef253c66,2024-06-04,373.44,373.44,NZD,PAID
inv_46a9d17155c5c839,sub_c8815a926a546f1b,subsc_38e45770ef253c66,2024-07-05,374.24,374.24,NZD,PAID
inv_7c5b7d0c8d2f32b2,sub_c8815a926a546f1b,subsc_38e45770ef253c66,2024-08-05,374.79,374.79,NZD,PAID
inv_dc7f627907cd3a7f,sub_c8815a926a546f1b,subsc_38e45770ef253c66,2024-09-02,373.59,373.59,NZD,PAID
inv_43f36a0a8d089c20,sub_c8815a926a546f1b,subsc_15a18a02d165dbf4,2024-09-06,372.73,372.73,NZD,PAID
inv_49c69353951da6c0,sub_c8815a926a546f1b,subsc_15a18a02d165dbf4,2024-10-01,373.85,373.85,NZD,PAID
inv_5c2f04639be0f1ba,sub_c8815a926a546f1b,subsc_15a18a02d165dbf4,2024-11-03,375.04,375.04,NZD,PAID
inv_addb05f8daf1ea8a,sub_c8815a926a546f1b,subsc_15a18a02d165dbf4,2024-12-01,373.78,373.78,NZD,PAID
inv_87a38867009da12c,sub_c8815a926a546f1b,subsc_15a18a02d165dbf4,2025-01-06,374.11,374.11,NZD,PAID
inv_b794c8d399f16849,sub_c8815a926a546f1b,subsc_15a18a02d165dbf4,2025-02-06,373.61,373.61,NZD,PAID
inv_742921682c47f6b1,sub_c8815a926a546f1b,subsc_15a18a02d165dbf4,2025-03-02,374.77,374.77,NZD,PAID
inv_025caaa7c5af7784,sub_c8815a926a546f1b,subsc_15a18a02d165dbf4,2025-04-03,376.16,376.16,NZD,PAID
inv_7c80b8113bac6cf8,sub_c8815a926a546f1b,subsc_15a18a02d165dbf4,2025-05-03,376.03,376.03,NZD,PAID
inv_72aedceb1443f404,sub_c8815a926a546f1b,subsc_15a18a02d165dbf4,2025-06-01,373.75,373.75,NZD,PAID
inv_96ad5dd6524386c5,sub_c8815a926a546f1b,subsc_15a18a02d165dbf4,2025-07-01,375.38,375.38,NZD,PAID
inv_861eaf65b1f2bab6,sub_c8815a926a546f1b,subsc_15a18a02d165dbf4,2025-08-06,373.64,373.64,NZD,PAID
inv_de1dc859023ab08e,sub_c8815a926a546f1b,subsc_15a18a02d165dbf4,2025-09-04,375.76,375.76,NZD,PAID
inv_c14006a2ccf01762,sub_c8815a926a546f1b,subsc_27051aecf39c24d7,2025-09-05,374.51,374.51,NZD,PAID
inv_ca0e9c550645161a,sub_c8815a926a546f1b,subsc_27051aecf39c24d7,2025-10-06,372.76,372.76,NZD,PAID
inv_e2723c05dffbb1e8,sub_c8815a926a546f1b,subsc_27051aecf39c24d7,2025-11-06,374.53,374.53,NZD,PAID
inv_33ccd6869f1653bd,sub_c8815a926a546f1b,subsc_27051aecf39c24d7,2025-12-06,375.12,375.12,NZD,PAID
inv_174abc1ed2338a31,sub_c8815a926a546f1b,subsc_27051aecf39c24d7,2026-01-03,373.62,373.62,NZD,PAID
inv_dd399fa928c9960e,sub_c8815a926a546f1b,subsc_27051aecf39c24d7,2026-02-05,373.52,373.52,NZD,PAID
inv_ec738c5497925072,sub_c8815a926a546f1b,subsc_27051aecf39c24d7,2026-03-05,373.87,373.87,NZD,PAID
inv_be83adf28c7cf833,sub_c8815a926a546f1b,subsc_27051aecf39c24d7,2026-04-04,374.4,374.4,NZD,PAID
inv_2fad690c9e297821,sub_c8815a926a546f1b,subsc_27051aecf39c24d7,2026-05-05,374.39,374.39,NZD,PAID
inv_aa9b4f19cf7449ad,sub_ca86bb2658966407,subsc_a0fe07f66cbbb620,2024-01-02,639.79,697.37,AUD,PAID
inv_3be1f4e819ee074f,sub_ca86bb2658966407,subsc_a0fe07f66cbbb620,2024-02-06,638.3,695.75,AUD,VOIDED
inv_232a175585d2c1cd,sub_ca86bb2658966407,subsc_a0fe07f66cbbb620,2024-03-02,643.4,701.31,AUD,PAID
inv_ffd6cbd930625306,sub_ca86bb2658966407,subsc_a0fe07f66cbbb620,2024-04-04,643.42,701.33,AUD,PAID
inv_d4312e407cb03fc6,sub_ca86bb2658966407,subsc_a0fe07f66cbbb620,2024-05-06,638.58,696.05,AUD,PAID
inv_e870778c0b4cc7ac,sub_ca86bb2658966407,subsc_a0fe07f66cbbb620,2024-06-06,639.65,697.22,AUD,PAID
inv_82a2ac0428a0d922,sub_ca86bb2658966407,subsc_a0fe07f66cbbb620,2024-07-03,640.1,697.71,AUD,PAID
inv_4e9a60b4c9d258c7,sub_ca86bb2658966407,subsc_a0fe07f66cbbb620,2024-08-01,640.22,697.84,AUD,PAID
inv_d049610730acd6e9,sub_ca86bb2658966407,subsc_a0fe07f66cbbb620,2024-09-04,639.02,696.53,AUD,PAID
inv_cb96d2d739db2be6,sub_ca86bb2658966407,subsc_a0fe07f66cbbb620,2024-10-01,642.94,700.8,AUD,PAID
inv_867e673c3fc6abf5,sub_ca86bb2658966407,subsc_a0fe07f66cbbb620,2024-11-03,643.63,701.56,AUD,PAID
inv_4c414ae0464d3bcd,sub_ca86bb2658966407,subsc_a0fe07f66cbbb620,2024-12-04,644.21,702.19,AUD,PAID
inv_761c3ed57d6b38f9,sub_ca86bb2658966407,subsc_a0fe07f66cbbb620,2025-01-04,643.41,701.32,AUD,PAID
inv_e972081dbd03f5bf,sub_ca86bb2658966407,subsc_2236c8336cc86139,2025-01-05,639.29,696.83,AUD,PAID
inv_3a73c2f359f88429,sub_ca86bb2658966407,subsc_2236c8336cc86139,2025-02-04,644.04,702.0,AUD,PAID
inv_bce5690528637373,sub_ca86bb2658966407,subsc_2236c8336cc86139,2025-03-05,644.24,702.22,AUD,POSTED
inv_2f265e8d74cb0cc6,sub_ca86bb2658966407,subsc_2236c8336cc86139,2025-04-03,640.21,697.83,AUD,PAID
inv_aa305d13611f7eb6,sub_ca86bb2658966407,subsc_2236c8336cc86139,2025-05-05,641.85,699.62,AUD,VOIDED
inv_fa33d75d1f7ad480,sub_ca86bb2658966407,subsc_2236c8336cc86139,2025-06-03,642.69,700.53,AUD,PAID
inv_6a04328601930140,sub_ca86bb2658966407,subsc_2236c8336cc86139,2025-07-01,638.72,696.2,AUD,PAID
inv_5e17b6ee50311a67,sub_ca86bb2658966407,subsc_2236c8336cc86139,2025-08-05,640.47,698.11,AUD,PAID
inv_d7218b1822ab8763,sub_ca86bb2658966407,subsc_2236c8336cc86139,2025-09-04,643.7,701.63,AUD,PAID
inv_0a800c9e129a2ede,sub_ca86bb2658966407,subsc_2236c8336cc86139,2025-10-03,639.49,697.04,AUD,PAID
inv_f7b462f66ac9daa0,sub_ca86bb2658966407,subsc_2236c8336cc86139,2025-11-01,642.82,700.67,AUD,PAID
inv_add6064d4133e26c,sub_ca86bb2658966407,subsc_2236c8336cc86139,2025-12-02,640.03,697.63,AUD,PAID
inv_926b60020d234fd7,sub_ca86bb2658966407,subsc_2236c8336cc86139,2026-01-03,640.68,698.34,AUD,PAID
inv_2f891aedaf691749,sub_ca86bb2658966407,subsc_c8d3529dbb968019,2026-01-01,735.57,801.77,AUD,PAID
inv_34e06efbaf554959,sub_ca86bb2658966407,subsc_c8d3529dbb968019,2026-02-02,736.74,803.05,AUD,POSTED
inv_d79124a0e8b0c7b3,sub_ca86bb2658966407,subsc_c8d3529dbb968019,2026-03-01,740.72,807.38,AUD,PAID
inv_cf25b00e5f4931ab,sub_ca86bb2658966407,subsc_c8d3529dbb968019,2026-04-02,739.87,806.46,AUD,PAID
inv_2d06243d1c5e4bad,sub_ca86bb2658966407,subsc_c8d3529dbb968019,2026-05-06,735.38,801.56,AUD,PAID
inv_72b514f63441ace3,sub_14e6acefafd14132,subsc_8f4b5a95e1aff4f7,2023-07-03,1808.32,3707.06,GBP,PAID
inv_90a3314d4ff97e65,sub_14e6acefafd14132,subsc_8f4b5a95e1aff4f7,2023-08-05,1795.16,3680.08,GBP,PAID
inv_779d216e51dc4ecc,sub_14e6acefafd14132,subsc_8f4b5a95e1aff4f7,2023-09-06,1804.77,3699.78,GBP,PAID
inv_eaa098257cd6369f,sub_14e6acefafd14132,subsc_8f4b5a95e1aff4f7,2023-10-05,1793.23,3676.12,GBP,PAID
inv_33d4ce60faaced60,sub_14e6acefafd14132,subsc_8f4b5a95e1aff4f7,2023-11-01,1794.66,3679.05,GBP,PAID
inv_3b0dab0cb16c5783,sub_14e6acefafd14132,subsc_8f4b5a95e1aff4f7,2023-12-01,1804.95,3700.15,GBP,PAID
inv_23705f9f1b2ef134,sub_14e6acefafd14132,subsc_8f4b5a95e1aff4f7,2024-01-01,1798.58,3687.09,GBP,PAID
inv_040fdea284621f24,sub_14e6acefafd14132,subsc_8f4b5a95e1aff4f7,2024-02-03,1801.95,3694.0,GBP,PAID
inv_dc5a7e6e30faa759,sub_14e6acefafd14132,subsc_8f4b5a95e1aff4f7,2024-03-06,1792.98,3675.61,GBP,PAID
inv_4f41c188b899ba78,sub_14e6acefafd14132,subsc_8f4b5a95e1aff4f7,2024-04-02,1808.65,3707.73,GBP,PAID
inv_d2ce397716dba05e,sub_14e6acefafd14132,subsc_8f4b5a95e1aff4f7,2024-05-04,1797.74,3685.37,GBP,PAID
inv_2cc3140d467c6a7d,sub_14e6acefafd14132,subsc_8f4b5a95e1aff4f7,2024-06-02,1804.67,3699.57,GBP,PAID
inv_8876b08faebdb465,sub_14e6acefafd14132,subsc_8f4b5a95e1aff4f7,2024-07-05,1797.51,3684.9,GBP,VOIDED
inv_026e9d523289df4c,sub_14e6acefafd14132,subsc_16ba2983ffb939c0,2024-07-05,1802.66,3695.45,GBP,PAID
inv_166215573b7ddbda,sub_14e6acefafd14132,subsc_16ba2983ffb939c0,2024-08-02,1798.89,3687.72,GBP,PAID
inv_72315ce9be9edad1,sub_14e6acefafd14132,subsc_16ba2983ffb939c0,2024-09-05,1809.57,3709.62,GBP,PAID
inv_25e2dd61cc6be891,sub_14e6acefafd14132,subsc_16ba2983ffb939c0,2024-10-05,1796.99,3683.83,GBP,POSTED
inv_fbc36cdc643eff8c,sub_14e6acefafd14132,subsc_16ba2983ffb939c0,2024-11-01,1808.65,3707.73,GBP,PAID
inv_7e1b66d8e7f71cab,sub_14e6acefafd14132,subsc_16ba2983ffb939c0,2024-12-06,1794.92,3679.59,GBP,PAID
inv_d231c2d50f843dc4,sub_14e6acefafd14132,subsc_16ba2983ffb939c0,2025-01-01,1793.48,3676.63,GBP,PAID
inv_ae58cdbe4e8e4c1a,sub_14e6acefafd14132,subsc_16ba2983ffb939c0,2025-02-05,1800.26,3690.53,GBP,PAID
inv_8e81e1ccdce7388e,sub_14e6acefafd14132,subsc_16ba2983ffb939c0,2025-03-06,1808.63,3707.69,GBP,PAID
inv_0ff0cae831eada15,sub_14e6acefafd14132,subsc_16ba2983ffb939c0,2025-04-03,1805.18,3700.62,GBP,PAID
inv_425bef533bf1a8a4,sub_14e6acefafd14132,subsc_16ba2983ffb939c0,2025-05-06,1798.56,3687.05,GBP,PAID
inv_80bd1f220d9ac9c1,sub_14e6acefafd14132,subsc_16ba2983ffb939c0,2025-06-04,1807.16,3704.68,GBP,POSTED
inv_05a96c17e6244555,sub_14e6acefafd14132,subsc_16ba2983ffb939c0,2025-07-06,1802.8,3695.74,GBP,PAID
inv_f720dd2d9a6720d3,sub_14e6acefafd14132,subsc_4f3100447edc4c69,2025-07-06,1620.9,3322.84,GBP,PAID
inv_bf4075a9b04d612d,sub_14e6acefafd14132,subsc_4f3100447edc4c69,2025-08-04,1623.76,3328.71,GBP,PAID
inv_b21ad26fcc5d1938,sub_14e6acefafd14132,subsc_4f3100447edc4c69,2025-09-05,1617.07,3314.99,GBP,PAID
inv_4d8591daa16a4b2c,sub_14e6acefafd14132,subsc_4f3100447edc4c69,2025-10-02,1617.49,3315.85,GBP,PAID
inv_9f20dc4f0821cc56,sub_14e6acefafd14132,subsc_4f3100447edc4c69,2025-11-03,1624.65,3330.53,GBP,PAID
inv_781532254f8dbc4b,sub_14e6acefafd14132,subsc_4f3100447edc4c69,2025-12-04,1620.66,3322.35,GBP,POSTED
inv_798317553e4792ad,sub_14e6acefafd14132,subsc_4f3100447edc4c69,2026-01-02,1615.14,3311.04,GBP,PAID
inv_2cf6b49872070014,sub_14e6acefafd14132,subsc_4f3100447edc4c69,2026-02-05,1617.89,3316.67,GBP,PAID
inv_02fec1aee4dbdc71,sub_14e6acefafd14132,subsc_4f3100447edc4c69,2026-03-06,1615.38,3311.53,GBP,PAID
inv_3f4a128ca6c43510,sub_14e6acefafd14132,subsc_4f3100447edc4c69,2026-04-06,1626.23,3333.77,GBP,PAID
inv_79c653c17b602934,sub_14e6acefafd14132,subsc_4f3100447edc4c69,2026-05-04,1614.46,3309.64,GBP,PAID
inv_5354cd4b59776ac1,sub_5e91937fdb7d9f31,subsc_e1e39bec57a14375,2023-10-05,649.11,1051.56,USD,PAID
inv_b6ef2a2d6e96aa73,sub_5e91937fdb7d9f31,subsc_e1e39bec57a14375,2023-11-04,648.08,1049.89,USD,PAID
inv_86a58a5bb4acd2e0,sub_5e91937fdb7d9f31,subsc_e1e39bec57a14375,2023-12-06,649.0,1051.38,USD,PAID
inv_0b0712ccf2ce55a6,sub_5e91937fdb7d9f31,subsc_e1e39bec57a14375,2024-01-04,650.34,1053.55,USD,PAID
inv_1a61d306ec2e1025,sub_5e91937fdb7d9f31,subsc_e1e39bec57a14375,2024-02-06,650.19,1053.31,USD,PAID
inv_b8775db7ec7aa7e0,sub_5e91937fdb7d9f31,subsc_e1e39bec57a14375,2024-03-01,648.04,1049.82,USD,PAID
inv_5b3fa0350a9b46ff,sub_5e91937fdb7d9f31,subsc_e1e39bec57a14375,2024-04-04,651.31,1055.12,USD,PAID
inv_03b06cbf74726c58,sub_5e91937fdb7d9f31,subsc_e1e39bec57a14375,2024-05-03,647.24,1048.53,USD,PAID
inv_868ed84d8fa388ca,sub_5e91937fdb7d9f31,subsc_e1e39bec57a14375,2024-06-02,650.11,1053.18,USD,PAID
inv_b88959de54341c66,sub_5e91937fdb7d9f31,subsc_e1e39bec57a14375,2024-07-05,648.5,1050.57,USD,PAID
inv_255cc6e5b771a8be,sub_5e91937fdb7d9f31,subsc_e1e39bec57a14375,2024-08-04,647.21,1048.48,USD,PAID
inv_7b952488f35198b1,sub_5e91937fdb7d9f31,subsc_e1e39bec57a14375,2024-09-01,648.63,1050.78,USD,PAID
inv_f23adf93ca4b1633,sub_5e91937fdb7d9f31,subsc_e1e39bec57a14375,2024-10-05,647.09,1048.29,USD,PAID
inv_11d1517854f1708a,sub_5e91937fdb7d9f31,subsc_461fa0ae1ecb6c9b,2024-10-01,587.11,951.12,USD,PAID
inv_8be2ef16a0d7e6f7,sub_5e91937fdb7d9f31,subsc_461fa0ae1ecb6c9b,2024-11-04,586.25,949.73,USD,PAID
inv_ba9fcbb1ac7e8c40,sub_5e91937fdb7d9f31,subsc_461fa0ae1ecb6c9b,2024-12-05,584.93,947.59,USD,PAID
inv_af11d4ffc4bc3953,sub_5e91937fdb7d9f31,subsc_461fa0ae1ecb6c9b,2025-01-03,584.44,946.79,USD,PAID
inv_d093cc801b66db5e,sub_5e91937fdb7d9f31,subsc_461fa0ae1ecb6c9b,2025-02-06,583.58,945.4,USD,PAID
inv_cc82d556610cb373,sub_5e91937fdb7d9f31,subsc_461fa0ae1ecb6c9b,2025-03-04,583.61,945.45,USD,PAID
inv_93419ede61a48d1a,sub_5e91937fdb7d9f31,subsc_461fa0ae1ecb6c9b,2025-04-01,586.02,949.35,USD,PAID
inv_fac800f957ea4a87,sub_5e91937fdb7d9f31,subsc_461fa0ae1ecb6c9b,2025-05-05,585.23,948.07,USD,PAID
inv_2c7bfb50bcec2597,sub_5e91937fdb7d9f31,subsc_461fa0ae1ecb6c9b,2025-06-03,584.19,946.39,USD,PAID
inv_ea16b7ed6cc7262b,sub_5e91937fdb7d9f31,subsc_461fa0ae1ecb6c9b,2025-07-01,582.19,943.15,USD,PAID
inv_d40829c696fd979a,sub_5e91937fdb7d9f31,subsc_461fa0ae1ecb6c9b,2025-08-03,581.83,942.56,USD,PAID
inv_305cb03ddc11ec20,sub_5e91937fdb7d9f31,subsc_461fa0ae1ecb6c9b,2025-09-01,582.47,943.6,USD,PAID
inv_58af1ba289c73455,sub_5e91937fdb7d9f31,subsc_461fa0ae1ecb6c9b,2025-10-04,583.2,944.78,USD,PAID
inv_cd5cd136864b0cfa,sub_5e91937fdb7d9f31,subsc_f3765ef8538b715c,2025-10-04,673.26,1090.68,USD,PAID
inv_54ebb6b527280be5,sub_5e91937fdb7d9f31,subsc_f3765ef8538b715c,2025-11-06,671.62,1088.02,USD,PAID
inv_ca57bb9882c9c120,sub_5e91937fdb7d9f31,subsc_f3765ef8538b715c,2025-12-05,670.22,1085.76,USD,PAID
inv_6e74e90d4082480e,sub_5e91937fdb7d9f31,subsc_f3765ef8538b715c,2026-01-04,671.64,1088.06,USD,PAID
inv_188142733c91911d,sub_5e91937fdb7d9f31,subsc_f3765ef8538b715c,2026-02-06,670.09,1085.55,USD,PAID
inv_4b9fe34b327284bd,sub_5e91937fdb7d9f31,subsc_f3765ef8538b715c,2026-03-06,669.9,1085.24,USD,VOIDED
inv_b2c565b9fc0e45f4,sub_5e91937fdb7d9f31,subsc_f3765ef8538b715c,2026-04-04,669.16,1084.04,USD,PAID
inv_f75fbb1dc403cc2c,sub_5e91937fdb7d9f31,subsc_f3765ef8538b715c,2026-05-02,673.48,1091.04,USD,PAID
inv_1a83ca74e9f94229,sub_ff930f9579d59594,subsc_194ae8e1484d5c88,2024-05-04,288.21,314.15,AUD,PAID
inv_aa1b4d35417f1188,sub_ff930f9579d59594,subsc_194ae8e1484d5c88,2024-06-06,290.46,316.6,AUD,PAID
inv_b7f71c801e8f2838,sub_ff930f9579d59594,subsc_194ae8e1484d5c88,2024-07-02,289.72,315.79,AUD,PAID
inv_0f48fa57941e90e6,sub_ff930f9579d59594,subsc_194ae8e1484d5c88,2024-08-04,289.28,315.32,AUD,PAID
inv_cf31080a21e6d9c2,sub_ff930f9579d59594,subsc_194ae8e1484d5c88,2024-09-04,289.08,315.1,AUD,PAID
